name_code	distribution
382172	Widely distributed in tropical and subtropical waters of Indo-Pacific from Red Sea and East Africa to southern Japan and Lord Howe Island; throughout Micronesia. It is common in waters around Taiwan.
382173	Widely distributed in tropical and subtropical waters of Indo-Pacific from East Africa to Samoa and Tonga, north to the Philippines, the Ogasawara Islands, south to New Caledonia; Palau to Kosrae, Caroline Islands in Micronesia. It is common in waters aro
382175	Widely distributed in tropical and subtropical waters of Indo-Pacific from Christmas Island in the Indian Ocean to the Hawaiian, Line, Marquesan, and Tuamoto islands, north to southern Japan, south to Lord Howe and Rapa Islands; throughout Micronesia. It
382176	Widespread in the Indo-Pacific from East Africa to Hawaii, Line, Marquesas and Tuamoto Islands, north to Ryukyu Islands, south to Lord Howe and Rapa Islands. Throughout Micronesia. It is a common species in Taiwan, especially in southern part.
382177	Known only from the western Pacific from northern New Zealand and New Caledonia to Western Australia. Including Japan, Norfolk Island, Philippines, and Indonesia. It is found in eastern and southern Taiwanese waters, and Penghu Is..
382178	Known only in the western Pacific from Japan as far north as Hokkaido and Korea south to Taiwan and Hong Kong. It is a common species in Taiwan except southern part.
382179	Widely distributed in tropical and subtropical waters of Indo-Pacific from east coast of Africa to Southeast Asia; northward to Japan, southward to the northern coasts of Australia and New Caledonia. It is found in western, northern and northwestern Taiwa
382180	Known only from southern Japan to southern China. Also a new record for Indonesia. It is found in western Taiwanese waters.
382182	Widely distributed in Indo-West Pacific from east Africa to southeast Asia, northward to the coast of China and southward to the northern coast of Australia. Also reported from New Caledonia and Fiji. It is mainly found in western and northern Taiwanese w
382183	Widely distributed in Indo-West Pacific from east Africa to Vanuatu, north to southern Japan; Palau in Micronesia. It is common in waters around Taiwan.
382184	Widely distributed in Indo-Pacific from Red Sea and eastern Africa south to East London in South Africa and east to Micronesia, Hawaiian, Marquesan, and Society islands, north to southern Japan, south to New Caledonia. It is found in western and southern
382185	Western Pacific: Ryukyu Islands to southeastern Indonesia. Taiwan: South.
382186	Western Pacific: southern Japan to Indonesia and northwestern Australia. Taiwan: South, Hsiaoliuchiu, North-East, West.
382187	Indian Ocean: Maldives, Gulf of Mannar, Sri Lanka, Andaman Sea, Strait of Malacca and northwestern Australia. Western Pacific: southern Japan to northeastern Australia.  Taiwan: South, North-East, West.
382188	Western Pacific: Andaman Sea to the Solomon Islands. Taiwan: South.
382189	Indo-Pacific. A report on Nemipterus japonicus as a Red Sea immigrant into the Mediterranean is unconfirmed. Likewise, a record of this species from northwestern Australia is unfounded. Taiwan: Penghu, West.
382190	Indo-West Pacific: Red Sea, Persian Gulf, Sri Lanka, Bay of Bengal, Andaman Sea; then from Taiwan to northern Australia.  Taiwan: South, Hsiaoliuchiu, Penghu, West.
382191	Western Pacific: Strait of Malacca and Gulf of Thailand to southern Japan.  Taiwan: West.
382192	Western Pacific: southern Japan to northwestern Australia and the Arafura Sea. Taiwan: South, Hsiaoliuchiu, Penghu, North, West.
382193	Indo-West Pacific: Red Sea and East Africa to the Indo-Malay Archipelago, north to Japan, south to northwestern Australia.  Taiwan: South, Penghu, North-East.
382194	Indo-West Pacific: Red Sea, Gulf of Oman, east Africa south to Port Rynie, Sri Lanka, and the Andaman Sea; then from southern Japan, Taiwan, South China Sea, Philippines and Indonesia. This species has been erroneously recorded from northwestern Australia
382195	Eastern Indian Ocean: including the Laccadive Islands, Sri Lanka, Andaman Sea. Western Pacific: including southern Japan and the South China Sea. Taiwan: South, Penghu, North-East, West.
382196	Western Pacific: including southern Japan, Taiwan, Philippines and eastern Indonesia. Taiwan: North-East.
382197	Western Pacific: including New Caledonia, Vanuatu, Solomon Islands, Papua New Guinea, Marshall Islands, Palau, southern Japan, Philippines and Indonesia. Taiwan: South, Hsiaoliuchiu.
382198	Western Pacific: southern Japan, South China Sea, Indonesia and northwestern Australia. Taiwan: South
382199	Western Pacific: Ryukyu Islands, Philippines, South China Sea, Indonesia, New Guinea, Solomon Islands, northeastern Australia and the Andaman Sea.  Taiwan: South.
382200	Indo-Pacific: Maldives, the Laccadive Islands, Sri Lanka, Andaman Sea, western Australia, and from the Ryukyu Islands to south to eastern Australia and east to New Caledonia and Fiji. Taiwan: South, Hsiaoliuchiu, Penghu, Lanyu, Lyudao, North, East, North-
382202	Eastern Indian Ocean and Western Pacific: throughout the southeastern Indian Ocean, including Cocos-Keeling Islands and northwestern Australia, and from the Ryukyu Islands to the Marshall Islands and Vanuatu.  Taiwan: South, Hsiaoliuchiu, Lanyu, Lyudao, E
382203	Western Pacific: South China Sea to Vanuatu and northwestern Australia. Taiwan: South, Penghu, North-East.
382204	Indo-West Pacific: eastern Indian Ocean to Papua New Guinea, north to the Ryukyu Islands, south to northeastern Australia.  Taiwan: South, Hsiaoliuchiu, Penghu, North, East, North-East, West.
382206	Western Pacific: including the Philippines, western Caroline Islands, South China Sea, eastern Indonesia, northern Australia, New Guinea, New Caledonia, Fiji, Samoa, Tonga, and northwestern Australia. Taiwan: South.
382207	Indo-West Pacific: Red Sea and East Africa to the Persian Gulf, northern Australia and the Ryukyu Islands. Taiwan: South, Penghu, North, East, North-East, West.
382208	Indo-West Pacific: including the Maldives, Sri Lanka, Andaman Sea and northwestern Australia; Taiwan, Philippines, Indonesia, New Guinea, northeastern Australia and the Solomon Islands. Taiwan: South, Lanyu, Lyudo.
382209	Indo-West Pacific: probably occurring throughout the Indian Ocean, extending to Japan. It is found in southern Taiwanese waters.
382210	Widely distributed in all tropical and temperate seas although unrecorded from the Mediterranean and most of the eastern Atlantic Ocean. It is very rare and sometime found in the coastal Taiwanese waters.
382211	Widespread in tropical parts of the Atlantic, Pacific, and Indian oceans. It is occasionally found in coastal waters of Taiwan.
382212	Meso- or epipelagic in warm and temperate parts of the Atlantic, Pacific, and Indian oceans. It is occasionally found in coastal waters of Taiwan.
382214	Distributed in the Indo-West Pacific, including the Ryukyu Islands, South China Sea and Indonesia. Found in southern Taiwanese waters; Siao Liouciou, southwestern Taiwan, and Penghu Islands, western Taiwan.
382215	Known only found in Lanyu, southeastern Taiwan.
382216	Distributed in the western Pacific from Japan to the South China Sea. It is very rare and only found in northern Taiwanese waters.
382217	Found in South China Sea to Taiwan and also found in northeastern Taiwanese waters, and Siao Liouciou, southwestern Taiwan.
382218	Distributed in the northwest Pacific from Japan to Taiwan; very rare and only found in northeastern Taiwanese waters.
382220	Found in northeastern Taiwan.
382221	Distributed in the Pacific Ocean, including Japan, Koera,Taiwan and Hawaii. It is common in coastal rocky reefs around Taiwan.
382222	Distributed in the Pacific Ocean from Japan, Koera,Taiwan to South China Sea and Hawaii. It is common in coastal rocky reefs around Taiwan.
382223	Distributed from Thailand, Malaysia Peninsula to Borneo, had been wildly introduced around the world through aquarists. Taiwan population was introduced, abundant in southern Taiwan.
382224	Commonly distributed in tropical and subtropical coastal waters of Indo-West Pacific from Red Sea south to Transkei, South Africa and east to the Marshall Islands, north to southern Japan, south to Australia. It is a common species in Taiwan except easter
382225	Known only from southern Japan to the Philippines. It is found in northeastern Taiwanese waters.
382226	Known only found in Japan and southern Taiwan.
382227	Widely distributed in Indo-West Pacific from Red Sea to the Line, Marquesan, and Ducie islands; north to Ryukyu Islands, south to Lord Howe and Rapa Islands. Throughout Micronesia. It is common in waters around Taiwan.
382228	Red Sea to Samoa, north to the Philippines and southern Taiwan.
382229	Temperate and tropical waters of the Indo-West Pacific region from South Africa to Red Sea, Oman, Arabian Sea, northwestern Australia, Philippines, Taiwan, and Japan. It is a common species in Taiwan except western part.
382230	Known only in the Western Pacific from southern Japan to Australia and New Zealand. It is found only in the northeastern Taiwanese waters.
382234	Distributed in the western Pacific from southern Japan to Taiwan. Also from northwestern Australia. It is found in northeastern and southern Taiwanese waters.
382235	Indo-West Pacific: Japan and Korea, south to Borneo and northeastern Australia, west to the Andaman Sea and Indian Ocean, and in the Gulf of Aden. Eastern Atlantic: only in the Gulf of Guinea. It is found in southern Taiwanese waters.
382236	Distributed in the Indo-West Pacific from southern Japan, surrounding areas, Indonesia, and northwestern Australia. It is found in southern Taiwanese waters.
382237	Distributed in the Pacific Ocean from Japan to Western Australia and off the Hawaiian Islands. It is found in southern Taiwanese waters.
382238	Distributed in the Indo-West Pacific from Tosa Bay, Japan to the East China Sea, and farther south to western Australia. It is found in southwestern and northeastern Taiwanese waters.
382239	Distributed in the Pacific Ocean, including Taiwan,  Japan and Hawaii. Recently reported from the Chesterfield Islands. It is found in western Taiwanese waters.
382240	Taiwan and Japan. It is found in northeastern Taiwan.
382241	Distributed in the northwest Pacific, including Taiwan and  southern Japan. It is found in northeastern Taiwanese waters.
382242	Distributed in northwest Pacific, known only from Tosa Bay, Japan and northeastern Taiwan.
382243	Distributed in the northwest Pacific, including Japan and Taiwan. It is found in southwestern and northeastern Taiwanese waters.
382244	Occurs from the Marshall Islands and Samoa to the western Pacific where it ranges from the Ryukyu Islands to the Great Barrier Reef. It is common in waters around Taiwan.
382245	Distributed in the western Pacific from north to southern Japan, south to New South Wales, Australia and east to Fiji and the Marshall Islands. It is found in western and southern Taiwanese waters, and Penghu Islands.
382246	Distributed in the northwest Pacific from southern Japan to Taiwan. It is found in northeastern and southwestern Taiwanese waters.
382247	Distributed in the Indo-West Pacific from Red Sea and East Africa to Fiji. It is common in waters around Taiwan.
382248	Distributed in the northwest Pacific from Japan to Taiwan. It is common in waters around Taiwan.
382249	Distributed in the Indo-West Pacific from Persian Gulf to southern Japan. It is found in southwestern and northeastern Taiwanese waters.
382250	Distributed in the Indo-Pacific from Mauritius and Maldives to the Pitcairn Group, north to the Ryukyu Islands, south to the southern Great Barrier Reef. Throughout Oceania except Hawaii and Eastern Island. It is common in waters around Taiwan.
382251	Distributed in the Indo-West Pacific from southern Japan to Taiwan. Also found in Indonesia and northwestern Australia. It is found in southwestern Taiwanese waters and Siao Liouciou.
382253	Distributed in the estern Pacific from southern Japan to the Great Barrier Reef, east to Pitcairn, west to Western Australia. It is found in southern Taiwanese waters and Siao Liouciou, southwestern Taiwan.
382254	Distributed in the western Pacific from southern Japan to the Philippines. It is found in southwestern and northeastern Taiwanese waters.
382255	Distributed in the northwest Pacific from southern Japan to China and Taiwan. It is found in western Taiwanese waters, and Penghu Islands.
382256	Distributed in the Indo-West Pacific from Zanzibar to Japan. It is found in Penghu Islands, western Taiwan.
382258	Distributed in the Indo-West Pacific from southern Japan to Taiwan. Also recorded from Indonesia. It is a common species in Taiwan except eastern part.
382259	Distributed in the western Pacific from southern Japan to Queensland, Australia. It is found in western and northern Taiwanese waters, and Penghu Islands.
382261	Distributed in the Indo-West Pacific from Bay of Bengal to Japan and Indonesia. It is a common species in Taiwan except northern part.
382262	Distributed in the Indo-West Pacific from East Africa to Fiji, north to Japan. It is found in southern and northern Taiwanese waters, and Penghu Islands.
382263	Distributed in the western Pacific, including Taiwan, Philippines, Moluccas, southern Japan, Izu Islands, and Marshall Islands. It is found in southern Taiwanese waters; and Lyudao, southeastern Taiwan.
382264	Known only from southern Japan, Taiwan, and Philippines. It is found in southern Taiwanese waters.
382265	Distributed in the western Pacific including southern Japan, Taiwan and eastern Australia. It is found in southern Taiwanese waters; Siao Liouciou, southwestern Taiwan and Lanyu, southeastern Taiwan.
382266	Known only from northern Philippines. Possibly occurring in Taiwan.
382267	Distributed in the Indo-West Pacific including Ryukyu Islands and Taiwan and Australia. It is found in eastern and southern Taiwanese waters, and Penghu Islands.
382268	Distributed in the Indo-Pacific from Red Sea and East Africa to Tonga and the Line Islands, north to Japan. It is found in southern Taiwanese waters.
382269	Distributed in the Indo-Pacific from Red Sea and East Africa to Japan and Oceania. It is a common species in Taiwan except western part.
382270	Distributed in the Indo-Pacific from Madagascar to the Line Islands; north to southern Japan, south to the southern Great Barrier Reef and Tonga. Throughout Micronesia.
382271	Distributed in the northwest Pacific, including eastern coast of central Japan, from Izu Islands to Kochi, and Taiwan. It is found in eastern and northern Taiwanese waters. It is found in southwestern, southern and eastern Taiwanese waters; and Lanyu, sou
382272	Distributed in the Indo-West Pacific from the Ryukyu Islands to the western coast of Sumatra; east through the Solomon Islands and Vanuatu. It is very rare and only found in Lyudao, southeastern Taiwan.
382273	Known only from Taiwan, China to Japan. It is mainly found in western and southern Taiwanese waters.
382275	Commonly distributed in Indo-West Pacific from southeast India, Sri Lanka, northeast Bay of Bengal; Taiwan south through the Philippines, Borneo, eastern Indonesia, and to eastern New Guinea, New Caledonia and Fiji. It is found in southern Taiwanese water
382276	Widespread in the Indo-Pacific from East Africa including Madagascar and Mauritius. Muscat, Oman, east along the coast of India and islands of the northern Indian Ocean. Malay Peninsula and Archipelago. Indonesia, north through the Philippines, Taiwan to
382277	Widespread in the Indo-Pacific feom Mauritius, Seychelles, Kenya and many islands of the northern Indian Ocean. Indonesia north through the Philippines, Ryukyu Islands to Ogasawara and Yaeyama Islands east through the islands of the Pacific to the Hawaiia
382278	Widespread in the Indo-West Pacific from Red Sea to South Africa; including Madagascar and Mauritius; west coast of India eastward to Sri Lanka and Bay of Bengal; Malay Peninsula, the coast of Sumatra and Java, and Borneo; Gulf of Thailand north along the
382279	Widely distributed in tropical western Pacific from East Africa south to 28°S and east to Samoa, north to southern Japan, south to Australia. It is a common species in Taiwan except northern part.
382280	Widely distributed in Indo-Pacific from East Africa to the Samoan and Phoenix Islands, north to southern Japan, south to New Caledonia; throughout Micronesia. It is found in eastern and southern Taiwanese waters.
382281	Widely distributed in Indo-Pacific from East Africa to the Tuamoto Islands, north to the Izus, south to Lord Howe Island; throughout Micronesia; excluding the Red Sea, Hawaii, and southern Pacific Ocean. It is found in eastern and southern Taiwanese water
382283	East Africa to the Tuamoto Islands, north to southern Japan, south to New South Wales, Australia. Replaced by Centropyge fisheri in the Hawaiian Islands. It is found in southern Taiwanese waters.
382284	Taiwan to the Tuamoto Islands, north to southern Japan, south to the Great Barrier Reef.
382285	Known only found in southern and central Japan, Taiwan and the northwestern Hawaiian Islands. It is very rare and only found in northeastern Taiwanese waters.
382287	Distributed from the Ryukyu Islands to Indonesia, the Solomon Islands, the Great Barrier Reef and New Caledonia. Palau and Kapingamarangi in Micronesia. It is very rare and only found in Lanyu,southeastern Taiwan.
382289	Distributed throughout the Indo-Malayan region and western Pacific Ocean from Christmas Island in the eastern Indian Ocean to Vanuatu, north to southern Japan, south to Lord Howe Island, throughout Micronesia. It is found in Taiwanese waters except northe
382291	Widely distributed in Indo-Pacific from East Africa to the Marshalls and Vanuatu, north to southern Japan, south to Lord Howe Island; throughout Micronesia. It is found in weastern, eastern and southern Taiwanese waters.
382292	Distributed from the Indo-Malayan region northward to southern Japan. It is found in southeastern Taiwanese waters.
382293	Distributed from northern Australia and parts of Indonesia southward to Lord Howe Island, also reported from Taiwan. It is very rare and only found in southern Taiwanese waters.
382294	Distributed from the Indo-Malayan region and New Guinea northward to southern Japan. It is very rare and only found in northern Taiwanese waters.
382295	Known only found from northwest Australia to Taiwan. It is very rare and only found in southern Taiwanese waters.
382296	Distributed from the Malay Peninsula northward to southern Japan. Widely around coral reefs in Taiwan.
382297	Distributed throughout the Indo-Malayan region eastward to Vanuatu, northward to southern Japan, southward to the Great Barrier Reef. It is found in,  southeastern Taiwan.
382298	Distributed throughout the Indo-Malayan region and southwestern Pacific Ocean to Fiji, northward to the Ryukyu Islands. It is found in Lyudao and Lanyu, southeastern Taiwan.
382299	Distributed from southern Japan to Taiwan and northern Philippines. It is found in Lanyu and Lyudao, southeastern Taiwan.
382300	Distributed in the western Pacific Ocean from the Ryukyu Islands, south to New Caledonia and the Great Barrier Reef; including Cook Islands, Tuamoto Archipelago, and Pitcairn. It is found in lanyu and Lyudao, soutneastern Taiwan.
382301	Distributed from the east coast of Africa throughout Indonesia and New Guinea to New Caledonia, northward to southern Japan. It is found in eastern Taiwanese waters.
382302	Widely distributed in Indo-Pacific from.  It is mainly found in eastern and southern Taiwanese waters.
382303	Widely distributed in Indo-West Pacific from Red Sea and East Africa to Samoa, north to southern Japan, south to Western Australia and New South Wales, including Lord Howe Island. Widely around coral reefs in Taiwan.
382304	Distributed throughout the Indo-Malayan region to the Solomon Islands and east and west coasts of Australia, northward to the Ryukyu Islands. It is found in northern Taiwanese waters.
382305	Distributed from the Red Sea throughout the Indian Ocean, eastward across the southern Pacific Ocean to the Tuamotu Archipelago, northward to the Ryukyu Islands. Widely around coral reefs in Taiwan.
382306	Widely distributed in the Indo-West Pacific from eastern Indian Ocean, north to Japan, south to Australia. It is a common species in Taiwan except weastern part.
382307	Distributed in the Western Central Pacific from Philippines and Moluccas to the Solomon Islands, north to Japan; Palau (Belau) in Micronesia. It is found in southern Taiwanese waters and Lanyu, southeastern Taiwan.
382308	Distributed in the Indo-West Pacific from East Africa south to Transkei, South Africa and eastward to New Britain, north to southern Japan; Palau in Micronesia. It is a common species in Taiwan except weastern part.
382309	Widely distributed in Indo-Pacific from East Africa to the Line and Tuamoto islands, north to southern Japan, south to southern Great Barrier Reef. It is found in southwestern, southern and northern Taiwanese waters, and Lanyu, southeastern Taiwan.
382310	Widely distributed in Indo-Pacific from Red Sea to Pinda, Mozambique and the Tuamoto Islands, north to southern Japan, south to Lord Howe and Rapa islands. Not recorded from the Hawaiian Islands. It is common in waters around Taiwan.
382311	Widely distributed in the Indo-Pacific from Red Sea and East Africa to the Hawaiian and Pitcairn Islands, north to Japan, south to Australia. It is a very common species in Taiwan except western part.
382312	Widely distributed in Indo-Pacific from Red Sea and eastern Africa the Line and Tuamoto islands, north to southern Japan, south to Australia. It is common in waters around Taiwan.
382313	Distributed in the Indo-West Pacific from Andaman Sea and Christmas Island in the eastern Indian Ocean to Fiji, north to the Ryukyus, south to Rowely Shoals and New Caledonia; throughout Micronesia. It is rare and only found in southern Taiwanese waters.
382314	Distributed in the Indo-West Pacific from Rowley Shoals and Malaysia to Samoa, north to the Ryukyu Islands, south to the Great Barrier Reef; throughout Micronesia. It is found in southern Taiwanese waters.
382315	Distributed in the Indo-West Pacific from Red Sea and eastern Africa to Melanesia, Micronesia and the Samoa Islands; Ryukyu Islands south to Rowley Shoals and Great Barrier Reef. It is found in southern Taiwanese waters.
382316	Distributed western Pacific from Indonesia to Solomon Islands, north to Ryukyu Islands; Belau in Micronesia. It is very rare and only found in southern Taiwanese waters.
382317	Distributed in the Western Central Pacific, including East Indies, Taiwan, Philippines, New Guinea, New Britain, Solomon Islands, and Egum Atoll (Solomon sea). It is very rare and only found in Penghu Islands, western Taiwan.
382318	Distributed in the Indo-West Pacific from Persian Gulf to Western Australia, throughout the Indo-Australian Archipelago and in the western Pacific at the islands of Melanesia and Micronesia, north to Taiwan, southern Japan and the Ryukyu Islands.
382319	Distributed in the western Pacific, including South China Sea, Indonesia, Singapore, Malaysia, Thailand, Viet Nam, China, Philippines, and Taiwan; ranges northward to Ryukyu Islands and southern Japan. It is a common species in Taiwan except weastern part
382320	Distributed in the Indo-West Pacific from  eastern Indian Ocean including Andaman and Nicobar Islands, Thailand, Malaysia, and northwest Australia to Singapore, Indonesia, and the Philippines; ranges northward to Taiwan and the Ryukyu Islands. It is found
382321	Distributed in the Indo-Pacific from Christmas Island in the eastern Indian Ocean to southern Japan, Ryukyu islands, Taiwan, Philippines, Gulf of Thailand, Indonesia, New Guinea, New Britain, Solomon Islands, Vanuatu, New Caledonia, Caroline Islands, Mari
382322	Distributed in the western Pacific, including Ryukyu Islands, China, Viet Nam, Taiwan, Gulf of Thailand, Indonesia, Philippines, Australia (Northern Territory, Gulf of Carpentaria), New Guinea, New Britain, and Solomon Islands. It is rare and only found i
382323	"Distributed in the western Pacific from Christmas Island and Western Australia to the Ryukyu Islands, Taiwan, Philippines, New Guinea, D'Entrecasteaux Islands, New Britain, and Solomon Islands. It is very rare and only found in southern Taiwanese waters."
382324	Distributed in the Indo-West Pacific from Sri Lanka to the Solomon Islands, north to the Philippines, south to Vanuatu and northern Australia; Palau (Belau) in Micronesia. It is very rare and only found in Lanyu, southeastern Taiwan.
382325	Distributed in Pacific Ocean from Mariana Islands to the Hawaiian and Society Islands, south to Vanuatu and Austral Islands, Mariana, east Caroline, and Marshall Islands in Micronesia; possibly at Rowley Shoals. It is very rare and only found in southern
382326	Distributed in northwest Pacific including Izu Islands to Okinawa, Japan and Taiwan. It is very rare and only found in southern western Taiwanese waters.
382327	Distributed in northwest Pacific from Miyake-jima, Bonin Islands of Japan and south to Taiwan. It is very rare and only found in Lanyu, southeastern Taiwan.
382329	Distributed in the Indo-West Pacific, including Park Rynie, South Africa, southern Japan, Ryukyu Islands, China, Philippines, Palau, Indonesia, New Guinea, New Britain, Solomon Islands, Vanuatu, Loyalty Islands, New Caledonia, Fiji Islands, and northern G
382330	Widely distributed in the Indo-Pacific, including most islands of Oceania except Hawaiian Islands, Marquesas, and Pitcairn Group; also Australia north to the Ryukyu Islands. The only confirmed records for the Indian Ocean are from the Seychelles, Thailand
382331	Widely distributed in the Indo-West Pacific from Christmas Island and the northwest shelf reefs of Australia to southern Japan, Ryukyu Islands, Philippines, Palau, New Guinea, New Britain, Solomon Islands, Vanuatu, Loyalty Islands, New Caledonia, Kiribati
382332	Distributed in the Indo-West Pacific, including three isolated populations: 1) southern Japan, Ryukyu Islands, and Taiwan; 2) Coral Sea including New Caledonia, Vanuatu, Fiji and eastern Australia; 3) Mauritius and R&#233;union in the western Indian Ocean
382333	Distributed in the Indo-West Pacific, including Sri Lanka, Andaman Sea, Malaysia, Indonesia, Philippines, Taiwan and northwestern Australia. It is found in southern and northern Taiwanese waters.
382334	Distributede in the Indo-West Pacific from Maldives and Christmas Island in the eastern Indian Ocean to Fiji, north to Taiwan and the Philippines south to Vanuatu; Palau (Belau) in Micronesia. It is found in southern Taiwanese waters.
382335	Distributed in the western Pacific, there are two isolated populations: (1) southern Japan, Ryukyu Islands, and Taiwan; (2) Coral Sea, New Caledonia, Loyalty Islands, Lord Howe Island and east coast of Australia between Sydney and the southern Great Barri
382336	Distributed in the Indo-West Pacific: eastern edge of the Indian Ocean; northwestern Australia and elsewhere, mainly in the western Pacific region.
382337	Distributed in the Indo-Pacific from eastern Africa to as far east as the Line Islands, north to the Izu Islands, and southern Japan, south to Rowley Shoals and New Caledonia; throughout Micronesia. It is found in southern Taiwanese waters.
382338	Distributed in the Indo-West Pacific, scattered localities, including the Hawaiian Islands, Marquesas, Ryukyu Islands, Taiwan, Mauritius, and R&#233;union. It is found in Lanyu, southeastern Taiwan.
382339	Distributed in the Pacific Ocean from Christmas Island and northwestern Australia in the eastern Indian Ocean to as far east as the Line and Tuamoto Islands, north to Japan. It is a common species in Taiwan except weastern part.
382340	Distributed in the western Pacific from southern Honshu, Shikoku, and Kyushu, Japan to Taiwan. Recorded from the Chesterfield Islands. It is found in northern and southern Taiwanese waters.
382341	Distributed in the northwest Pacific, including southern Japan, Ryukyu Islands, Taiwan, and China. It is found in northern, southeastern and southern Taiwanese waters.
382342	Known only found in the Okinawa Trough, East China Sea and Pingtung, southern Taiwan.
382343	Distributed in the western Pacific from Miyakejima to Okinawajima and Taiwan. Also known to occur in the Philippines. It is found in southern Taiwanese waters.
382344	Distributed in the western Pacific from Indonesia to Fiji, north to Ryukyu Islands, south to New Caledonia; Palau (Belau) in Micronesia. It is very rare and only found in southern Taiwanese waters.
382347	Distributed in the western Pacific from Taiwan to the Hawaiian and Pitcairn Islands, north to the Izu Islands, south to Rowley Shoals and Lord Howe and Rapa Islands; throughout Micronesia. It is found in southern Taiwanese waters; Lyudao and Lanyu, southe
382348	Widely distributed in the Indo-Pacific from Red Sea to Line, Marquesan, and Tuamoto islands, north to the Ryukyu Islands, south to New Caledonia. It is found in southern Taiwanese waters.
382349	Distributed in the Indo-Pacific from Red Sea and eastern Africa to Line Islands and Samoa, north to southern Japan, south to New Caledonia; Palau in Micronesia. It is found in southern Taiwanese waters.
382350	Western Central Pacific including Indonesia, Philippines, Palau, Papua New Guinea, Solomon Islands, and northern Great Barrier Reef. Reported from Christmas Island in the eastern Indian Ocean. It is very rare and only found in Lyudao, southeastern Taiwan.
382351	Distributed in the Indo-Pacific Ocean from Maldives, Christmas Island, northwestern Australia to the islands of Oceania (excluding the Hawaiian Islands), north to Japan and Taiwan. It is found in southern Taiwanese waters, and Lanyu, southeastern Taiwan.
382352	Widely distributed in the Indo-West Pacific from East Africa to Samoa, Marshall and Gilbert Islands; Australia northwards to the Ryukyu Islands. It is a very common species in Taiwan except weastern part.
382353	Widely distributed in the Indo-Pacific from East Africa to Marquesan and Society Islands, north to Japan, south to Australia. Throughout Micronesia. It is a common species in Taiwan except weastern part.
382354	Widely distributed in the Indo-West Pacific, including eastern edge of the Indian Ocean and Western Australia to New Guinea, New Britain, Solomon Islands, Marianas and Caroline Islands, Indonesia, Philippines, Taiwan and Ryukyu Islands. Also known from Va
382355	Widely distributed in the Indo-Pacific from East Africa to the Line and Pitcairn Islands, north to Japan, south to Australia; throughout Micronesia. It is a common species in Taiwan except weastern part.
382356	Widely distributed in the Indo-West Pacific, including eastern Indian Ocean (Scott and Ashmore Reefs), Ryukyu Islands, Taiwan, Philippines, Palau, Indonesia, New Guinea, New Britain, Solomon Islands, Vanuatu, New Caledonia, and the Great Barrier Reef. It
382357	Anti-equatorial, from New Caledonia to Queensland and from Taiwan to the Ryukyu Islands; reported from the Loyalty islands. It is found in southern and northern Taiwanese waters.
382358	Distributed in the western Pacific, including southern Japan, Australia (near Sydney), Coral Sea (Holmes Reef), New Caledonia, Fiji, and Samoa; also in Ryukyu Islands (Ref. 2334). Reported from Indonesia. It is very rare and only found in Lyudao, southeas
382359	Widely distributed in the Indo-West Pacific from Red Sea and East Africa to Fiji, north to Ryukyu Islands, south to southern Great Barrier Reef; Palau in Micronesia. It is a common species in Taiwan except weastern part.
382360	Widely distributed in the Indo-West Pacific from Red Sea and East Africa to the Line, Marquesan and Tuamoto islands, north to southern Japan, south to Sydney, Australia. It is found in southern Taiwanese waters.
382361	Distributed in the western Pacific, including Indonesia, Philippines, New Guinea, Australia, New Britain, Solomon Islands, Vanuatu, New Caledonia, Palau, Yap, Ponape and north to southern Japan. It is found in southern Taiwanese waters; Lyudao and Lanyu,
382362	Distributed in the Pacific Ocean, including Cocos-Keeling Islands, Western Australia, Gulf of Thailand, South China Sea, Indonesia, Philippines, Taiwan, Ryukyu Islands, southern Japan, east coast of Australia, and islands of Melanesia, Micronesia and Poly
382363	Distributed in the Indo-West Pacific from Red Sea and East Africa to the islands of Oceania excluding the Hawaiian and Marquesan islands; north to southern Japan and south to Sydney, Australia. It is found in southern Taiwanese waters.
382364	Distributed in the western Pacific, including Indonesia, Philippines, Taiwan and northern Australia. It is very rare and only found in southern Taiwanese waters.
382365	Distributed in the western Pacific, including southern Japan and the Ryukyu Islands, Taiwan, Philippines, Palau, Indonesia, Papua New Guinea, Solomon Islands, and the Great Barrier Reef. Reported from Vanuatu. It is very rare and only found in southern Ta
382366	Widely distributed in theIndo-West Pacific from Nicobar Islands to Vanuatu, north to the Ryukyu Islands, south to northwest Australia and the Great Barrier Reef. It is found in southwestern Taiwanese waters.
382367	Distributed in the western Pacific including Thailand (Phuket), China, Philippines, Indonesia, New Guinea, Timor Sea (Ashmore Reef), Western Australia, Great Barrier Reef, New Britain and Solomon Islands. It is very rare and only found in sourthern Taiwan
382368	Widely distributed in the Indo-West Pacific from Red Sea and East Africa to the Indo-Malayan Archipelago, Philippines, Taiwan, Ryukyu Islands, Palau, New Guinea, Solomon Islands, Vanuatu, and northern Australia. It is found in southern Taiwanese waters, a
382369	Widely distributed in the Indo-West Pacific, including Andaman Sea (Phuket), Malayan Archipelago, Indonesia, Philippines, Taiwan, Ryukyu Islands, Palau, New Guinea, Solomon Islands, Vanuatu, and northern Australia. It is a common species in Taiwan except
