name_code	diagnosis
382112	Body fusiform, somewhat slender. Dorsal profile of head moderately to gently sloped; preorbital width about equal to 2/3 of eye diameter; preopercular notch and knob poorly developed; vomerine tooth patch triangular with a medial posterior extension or diamond-shaped; tongue with a patch of granular teeth; gill rakers on lower limb of first gill arch (including rudiments) 12 to 15, total rakers on first gill arch 18 to 21. Dorsal fin with X spines and 13 (rarely 11 or 14) soft rays; anal fin with III spines and 8 (rarely 9) soft rays; posterior profile of dorsal and anal fins angular; pectoral fins with 16 or 17 rays; caudal fin truncate or slightly emarginate. Scale rows on back rising obliquely above lateral line. Body upper back brownish; sides whitish with a series of fine yellow horizontal lines, one per scale row, on lower half of body, and similar brownish lines running obliquely above lateral line; fins yellow except pelvics frequently white or faintly yellow.
382113	Body relatively deep. Dorsal profile of head steeply sloped; snout profile straight or slightly concave; preorbital bone much broader than eye diameter; preopercular notch and knob poorly developed; vomerine tooth patch crescentic or traingular, without a medial posterior extension; tongue smooth, without teeth; gill rakers on lower limb of first gill arch (including rudiments) 12 to 14, total rakers on first gill arch 18 to 20. Dorsal fin with XI spines and 12 to 14 soft rays; anal fin with III spines and 8 or 9 soft rays; posterior profile of dorsal and anal fins slightly rounded to angular; pectoral fins with 16 or 17 rays; caudal fin truncate. Scale rows on back rising obliquely above lateral line. Juveniles with a broad, oblique band of brown or black, from upper jaw to beginning of dorsal fin; a prominent black band runs across the caudal peduncle with a pearly-white border. Young with horizontal lines on sides.
382114	Body moderately deep to somewhat slender. Dorsal profile of head gently to moderately sloped; preorbital width about equal to eye diameter; preopercular notch and knob poorly developed; vomerine tooth patch crescentic, without a medial posterior extension; tongue smooth, without teeth; gill rakers on lower limb of first gill arch (including rudiments) 10 or 11, total rakers on first gill arch 18 or 19. Dorsal fin with X spines and 13 (rarely 14) soft rays; anal fin with III spines and 8 or 9 soft rays; posterior profile of dorsal and anal fins rounded to somewhat angular; pectoral fins with 15 to 17 rays; caudal fin truncate or slightly emarginate. Scale rows on back rising obliquely above lateral line. Generally yellowish to pinkish with dusky scale margins; grey or brown on upper back and dorsal portion of head; a black spot on back below anterior soft dorsal rays; fins yellowish.
382115	Body moderately deep to relatively slender. Dorsal profile of head moderately sloped; preopercular notch and knob poorly developed; vomerine tooth patch triangular with a medial posterior extension or diamond-shaped; tongue without a patch of granular teeth. First gill arch with 16 to 20 gill rakers. Dorsal fin with X spines and 12 or 13 soft rays; anal fin with III spines and 8 soft rays; posterior profile of dorsal and anal fins angular; caudal fin slightly emarginate or truncate. Pectoral fins with 15 or 16 rays. Scale rows on back rising obliquely above lateral line ; posterior lower margin of preopercle without small scales; lateral line scales 46-49. Back and upper sides brown, lower sides and belly whitish or pink; narrow longitudinal brown lines, 1 per scale row, on sides, those above lateral line slanted posteriorly toward dorsal-fin base; a dark brown to blackish stripe along middle of side from eye to upper half of caudal peduncle and a black blotch below lateral line ; fins yellow except pelvics whitish.
382116	Body moderately deep. Snout somewhat pointed; preorbital bone narrow, its width much less than eye diameter; preopercular notch and knob well developed; vomerine tooth patch in a crescentic band without a medial posterior extension; tongue smooth, without teeth. First gill arch with 20 to 23 gill rakers, of which 13 to 15 (including rudiments) on lower limb. Dorsal fin with XI spines and 13 or 14 soft rays; anal fin with III spines and 8 soft rays; posterior profile of dorsal and anal fins rounded; caudal fin emarginate; pectoral fins with 16 or 17 rays. Scale rows on back rising obliquely above lateral line. Generally bright yellow, including fins, with a series of blue stripes on the side. A round black spot, about the size of the eye or larger, is below the anterior most soft dorsal rays, touching the lateral line but mostly above it.
382117	Body very deep. Dorsal profile of head steeply sloped; preorbital bone broad, about twice the eye diameter; preopercular notch and knob moderately developed; vomerine tooth patch crescentic, without a medial posterior extension; tongue smooth, without teeth. First gill arch with 17 or 18 gill rakers, of which 11 or 12 (including rudiments) on lower limb. Lips greatly thickened in adults. Dorsal fin with X spines and 15 or 16 soft rays; anal fin with III spines and 8 soft rays; posterior profile of dorsal fin rounded; posterior profile of anal fin distinctly pointed; caudal fin truncate or slightly emarginate; pectoral fins with 17 rays. Scale rows on back rising obliquely above lateral line. Head with numerous undulating blue lines. Juveniles with a series of 3 to 8 brown bars on sides and a chalky-white spot, with a broad blackish margin, present below anterior soft dorsal ray. Large adults brownish to grey with small white spots and fine striations on the head
382118	Body moderately deep to somewhat slender. Dorsal profile of head steeply to moderately sloped; preorbital width about equal to, or slightly less than eye diameter; preopercular notch and knob poorly developed; vomerine tooth patch triangular, with a medial posterior extension or diamond-shaped; tongue with a patch of granular teeth; gill rakers on lower limb of first gill arch (including rudiments) 7 to 11, total rakers on first gill arch 13 to 18. Dorsal fin with X spines and 14 soft rays; anal fin with III spines and 8 soft rays; posterior profile of dorsal and anal fins rounded (anal fin sometimes angular); pectoral fins with 16 or 17 rays; caudal fin truncate or slightly emarginate. Scale rows on back rising obliquely above lateral line. Generally whitish or pink with silvery sheen, frequently brownish on the upper part of the head and back. A black spot which is sometimes faint, is on the lateral line below the anterior portions of the soft dorsal fin. Juveniles from the western Pacific whitish with four black stripes on sides and with a round black spot on upper back.
382119	Body very deep. Dorsal profile of head steeply sloped; snout profile straight or slightly convex; preorbital bone broad, much wider than eye diameter; preopercular notch and knob moderately developed; vomerine tooth patch crescentic or triangular, without a medial posterior extension; tongue smooth, without teeth; gill rakers on lower limb of first gill arch (including rudiments) 10 to 12, total rakers on first gill arch 16 to 19. Dorsal fin with XI spines and 15 or 16 soft rays; anal fin with III spines and 10 soft rays; posterior profile of dorsal and anal fins distinctly pointed; pectoral fins with 17 rays; caudal fin slightly forked. Scale rows on back rising obliquely above lateral line. Generally red or pink, darker on the back; fins are red except the pectorals which is pink. Juveniles and small adults with a dark red band from first dorsal spine through eye to tip of snout; 2nd band from mid-dorsal fin to pelvic fin; 3rd from base of last dorsal spine to caudal peduncle. Large adults become uniformly red.
382120	Body relatively deep. Dorsal profile of head moderately sloped; preorbital bone broad, about twice the eye diameter; preopercular notch and knob moderately developed; vomerine tooth patch crescentic, without a medial posterior extension; tongue smooth, without teeth; gill rakers on lower limb of first gill arch (including rudiments) 11 to 13, total rakers on first gill arch 16 to 19. Dorsal fin with X spines and 13 to 15 soft rays; anal fin with III spines and 8 or 9 soft rays; posterior profile of dorsal and anal fins rounded; pectoral fins with 16 to 18 rays; caudal fin truncate or slightly emarginate. Scale rows on back rising obliquely above lateral line. Generally brown, slightly purplish, grading to yellowish brown or pale orange on belly. A longitudinal blue stripe runs from the snout to the opercle; a white spot is just above the lateral line below the first soft ray of the dorsal fin.
382121	Body moderately deep to relatively slender. Dorsal profile of head moderately sloped; preorbital width about equal to eye diameter; preopercular notch and knob poorly developed; vomerine tooth patch triangular with a medial posterior extension or diamond-shaped; tongue with a patch of granular teeth; gill rakers on lower limb of first gill arch (including rudiments) 9 to 12, total rakers on first gill arch 15 to 19. Dorsal fin with X spines and 12 or 13 soft rays; anal fin with III spines and 8 or 9 soft rays; posterior profile of dorsal and analfins angular; pectoral fins with 15 or 16 rays; caudal fin slightly emarginate or truncate. Scale rows on back rising obliquely above lateral line. Generally whitish or pink with a yellowish brown to black stripe on the middle of the side. Juveniles and sub-adults with an intensely black mid-lateral stripe and an oval black spot, eye-sized or greater, lying in the middle of the stripe below last dorsal spines. Adults with yellow median fins
382122	Body relatively deep. Head profile markedly convex; preorbital bone broader than eye diameter; mouth large, the maxilla extending to below anterior half of eye; a deep notch on lower edge of preopercle; a row of conical teeth in jaws, enlarged anteriorly and inner bands of villiform teeth on sides of upper jaw and front of lower jaw; vomerine tooth patch broadly V-shaped; gill rakers on lower limb of first gill arch (including rudiments) about: 70 to 80. Dorsal fin with X spines and 13 soft rays; anal fin with III spines and 10 soft rays; posterior lobes of dorsal and anal fins distinctly pointed; pectoral fins long, reaching level of anus, with 17 or 18 rays; caudal fin emarginate;juveniles (less than about 20 cm standard length) with greatly elongate pelvic fins. Scales moderate-sized, about 50 to 56 in lateral line. Scale rows on back parallel to lateral line. Juveniles with white spots on back, a black bar through eye and a broad, thick horizontal band from eye to rear edge of opercle. A black stripe from pectoral region to lower caudal lobe. Adults have yellow eyes.
382123	Body relatively deep. Head profile markedly convex; preorbital bone broader than eye diameter; mouth large, the maxilla extending to below anterior half of eye; a deep notch on lower edge of preopercle; a row of conical teeth in jaws, enlarged anteriorly and inner bands of villiform teeth on sides of upper jaw and front of lower jaw; vomerine tooth patch broadly Vshaped; gill rakers on lower limb of first gill arch (including rudiments) about 60 to 70. Dorsal fin with X spines and 14 soft rays; anal fin with III spines and 11 soft rays; posterior lobes of dorsal and anal fins distinctly pointed; pectoral fins long, reaching level of anus, with 17 or 18 rays; caudal fin emarginate. Scales moderate-sized, about 50 to 56 in lateral line. Scale rows on back parallel to lateral line. Juveniles with a black bar through eye, black pectoral fins and a black stripe from pectoral region to lower caudal lobe. Larger juveniles with 3 to 6 white spots on back. Adults dark grey to almost black
382124	Body moderately slender, fusiform. Eye large; snout short, about equal to, or shorter than eye diameter; interorbital space convex; upper and lower jaws about equal, with small villiform teeth in bands; maxilla scaleless; gill rakers on lower limb of first gill arch (including rudiments) 19 or 20. Dorsal fin with X spines and 10 soft rays; anal fin with III spines and 8 soft rays; dorsal and anal fins scaleless; pectoral fins long, reaching level of anus, with 16 rays; caudal fin moderately forked or lunate. Scales moderate-sized, about 47 to 50 in lateral line. Scale rows on back parallel to lateral line. Back and sides blue becoming whitish or silvery ventrally; the dorsal and caudal fins pale yellow; the other fins whitish or translucent.
382125	Body moderately deep. Eye large; snout short, shorter than eye diameter; interorbital space convex; large specimens developing a hump on forehead; lower jaw protruding slightly; both jaws with an outer series of well-developed canine-teeth, larger anteriorly, and an inner series of small villiform teeth in bands; maxilla scaled; gill rakers on lower limb of first gill arch (including rudiments) 17. Dorsal fin with X spines and 10 soft rays; anal fin with III spines and 8 soft rays; dorsal and anal fins scaleless; pectoral fins long, reaching level of anus, with 16 rays; caudal fin emarginate. Scales moderatesized, about 48 to 50 in lateral line. Scale rows on back parallel to lateral line. Back and upper sides brown; remainder of head and body silvery white with 4 broad vertical bars on upper side. Fins grayish, whitish or slightly yellowish.
382126	Body moderately deep, fusiform. Eye large; snout short, about equal to, or shorter than eye diameter; interorbital space convex; upper and lower jaws about equal; both jaws with an outer series of well developed canine teeth and an inner band of small villiform teeth; maxilla scaleless; gill rakers on lower limb of first gill arch (including rudiments) 19 to 22. Dorsal fin with X spines and 9 or 10 soft rays; anal fin with III spines and 8 soft rays; dorsal and anal fins scaleless; pectoral fins long, reaching level of anus, with 16 or 17 rays; caudal fin deeply forked. Scales small, about 68 to 73 in lateral line. Scale rows on back parallel to lateral line. Overall dark purplish-brown to bluish; silvery or whitish on lower sides and belly; dorsal and caudal fins brownish to slightly yellowish, the other fins whitish to translucent. Juveniles a yellow to orange caudal fin.
382127	Body moderately deep. Eye large; snout short shorter than eye diameter; interorbital space slightly convex; lower jaw protruding slightly; both jaws with an outer series of well developed canine teeth, larger anteriorly, and an inner band of small villiform teeth; maxilla scaleless; gill rakers on lower limb of first gill arch (including rudiments) 17 or 18. Dorsal fin with X spines and 10 soft rays; anal fin with III spines and 8 soft rays; dorsal and anal fins scaleless; pectoral fins long, reaching level of anus, with 16 rays; caudal fin emarginate. Scales moderate-sized, about 48 to 50 in lateral line. Scale rows on back parallel to lateral line.  Back and upper sides light brown, silvery on lower sides and belly; 5 brown, vertical bars on upper side; all fins grey to whitish except margin of dorsal fin and most of caudal fin yellow.
382129	Body moderately deep. Dorsal profile of head high; interorbital space strongly convex; eye relatively large, with an adipose eyelid; preorbital bone narrow, less than eye diameter; snout relatively short and pointed; mouth small, the maxilla reaching below front of eye; a single row of small, conical teeth in jaws, enlarged anteriorly, and an inner band of villiform teeth; gill rakers on lower limb of first gill arch (including rudiments) 15 to 17. Dorsal fin with XI spines and 14 soft rays; anal fin with III spines and 10 soft rays; both fins with a scaly sheath at base; pectoral fins long, reaching level of anus, with 18 rays; caudal fin emarginate. Scales moderate-sized, about 47 to 52 in lateral line; predorsal scales on top of head beginning above middle of eye; scale rows above and below lateral line rising obliquely toward dorsal profile. Adults greenish-grey to reddish with yellowish fins.
382130	Body moderately deep. Interorbital space slightly convex; jaws about equal, both with bands of fine teeth, the outer ones slightly enlarged, but not as prominent canines; vomerine tooth patch V-shaped; tongue without teeth; gill rakers on lower limb of first gill arch (including rudiments) 8 to 14. Dorsal fin with X spines and 11 soft rays; anal fin with III spines and 8 soft rays; bases of dorsal and anal fins scaleless, their last soft rays extended into short filaments; pectoral fins long, reaching level of anus, with 15 or 16 rays; caudal fin forked. Scales relatively small, about 58 to 66 in lateral line; scale rows on back parallel to lateral line. The upper part of the head reddish; the back mainly yellow; the sides and belly silvery, sometimes pinkish; body with very many bright blue spots and vermiculations. The dorsal and caudal fins yellowish.
382131	Body elongate, robust. Interorbital space flat; jaws about equal or the lower slightly protruding, both with an outer row of conical and canine teeth and an innner band of villiform teeth; vomerine tooth patch triangular; tongue without teeth; gill rakers on lower limb of first gill arch (including rudiments) 17 to 21. Dorsal fin with X spines and 11 soft rays; anal fin with III spines and 8 soft rays; bases of dorsal and anal fins scaleless, their last soft rays extended into short filaments; pectoral fins long, reaching level of anus, with 16 rays; caudal fin forked. Scales small, about 70 to 74 in lateral line; scale rows on back parallel to lateral line. Body purplish or brownish violet; sides with numerous yellow spots or faint, yellow, chevron-shaped bands; upper lobe of caudal fin yellow; dorsal fin yellowish to yellowish-brown. Sexual dichromatism: males over 27 cm (fork length) with much yellow on ventral lobe of caudal fin, usually forming a distinct blotch; females with or without yellowish colour on ventral lobe of caudal fin, but if yellow present, not forming a distinct blotch.
382132	Body elongate, robust. Interorbital space flat; lower jaw slightly protruding; both jaws with an outer row of conical and canine teeth and an inner band of villiform teeth, canines at front of lower jaw not greatly enlarged; vomerine tooth patch triangular; tongue without teeth; gill rakers on lower limb of first gill arch (including rudiments) 14 to 16. Dorsal fin with X spines and 12 soft rays; anal fin with III spines and 8 soft rays; bases of dorsal and anal fins scaleless, their last soft rays extended into short filaments; pectoral fins long, reaching level of anus, with 15 or 16 rays; caudal fin forked. Scales relatively small, about 60 to 65 in lateral line; scale rows on back parallel to lateral line. Color of back and sides varies from brownish to lavender or reddish purple; the snout and interorbital space with narrow yellow lines and blue spots; the dorsal and caudal fins light blue or lavender with reddish orange margins.
382133	Body elongate, robust. Interorbital space flat; lower jaw slightly protruding; both jaws with an outer row of conical and canine teeth and an inner band of villiform teeth, canines at front of lower jaw enlarged; vomerine tooth patch triangular; tongue without teeth; gill rakers on lower limb of first gill arch (including rudiments) 15 to 18. Dorsal fin with X spines and 12 soft rays; anal fin with III spines and 8 soft rays; bases of dorsal and anal fins scaleless, their last soft rays extended into short filaments; pectoral fins long, reaching level of anus, with 16 rays; caudal fin forked. Scales relatively small, about 59 to 62 in lateral line; scale rows on back parallel to lateral line. Back and upper sides pale lavender or pinkish, grading to silvery ventrally. Head with dark spots on top. The margin of the dorsal fin yellow when fresh.
382134	Body elongate, robust. Interorbital space flat; lower jaw slightly protruding; both with an outer row of conical teeth, the anterior 2 or 3 pairs enlarged canines, and with an inner band of villiform teeth; vomerine tooth patch triangular; tongue without teeth; gill rakers on lower limb of first arch (including rudiments) 11 to 15. Dorsal fin with 10 spines and 11 soft rays; anal fin with 3 spines and 8 soft rays; bases of dorsal and anal fins scaleless, their last soft rays extended into short filaments; pectoral fins long, reaching level of anus, with 15 or 16 rays; caudal fin forked. Scales moderate-sized about 48 to 52 in lateral line; scale rows on back parallel to lateral line. Yellowish to rosy, with about 6 broken, golden stripes on sides; side of snout and cheek with 2 golden stripes bordered with blue; top of head with a series of chevron-shaped yellow bands with apexes directed anteriorly; dorsal fin with yellowish stripes or rows of spots.
382135	Body elongate, robust. Interorbital space flat; lower jaw slightly protruding; both jaws with an outer band of conical and canine teeth and an inner band of villiform teeth; vomerine tooth patch diamond-shaped; teeth present on tongue; gill rakers on lower limb of first gill arch (including rudiments) 19 to 22. Dorsal fin with 10 spines and 11 soft rays; anal fin with 3 spines and 8 soft rays; bases of dorsal and anal fins scaleless, their last soft rays extended into short filaments; pectoral fins long, reaching level of anus, with 16 rays; caudal fin forked. Scales small, about 70 to 74 in lateral line; scale rows on back parallel to lateral line. Body is silvery with lavender hue; the top of the head with dark spots; margin of the dorsal fin orange; the caudal fin purplish with the inner margin of the fork pale.
382136	Body moderately deep. Interorbital space convex; jaws about equal, or lower jaw slightly protruding; both jaws with bands of fine teeth, the outer ones slightly enlarged, but not. as prominent canines; vomerine tooth patch V-shaped; tongue without teeth; gill rakers on lower limb of first gill arch (including rudiments) 12 or 13. Dorsal fin with 10 spines and 10 or 11 soft rays; anal fin with 3 spines and 8 soft rays; bases of dorsal and anal fins scaleless, their last soft rays extended into short filaments; pectoral fins long, reaching level of anus, with 16 rays; caudal fin forked. Scales relatively small, about 60 to 66 in lateral line; scale rows on back parallel to lateral line. Overall pink or reddish with 4 broad oblique orange or yellow bars on sides; dorsal and caudal fins yellow, other fins pink.
382137	Body fusiform, elongate, and moderately compressed. Two postmaxillary processes; small conical teeth in jaws, vomer, and palatines. Dorsal fin with X (rarely XI) spines and 15 (rarely 14 or 16) soft rays; anal fin with III spines and 12 (rarely 11 or 13) soft rays; pectoral fins with 17 to 20 (most frequently 19) rays. Scales in lateral line usually 64 to 69; upper peduncular scales usually 11, lower peduncular scales usually 15; scales above lateral line to origin of dorsal fin 7 to 9; scales below lateral line to origin of anal fin usually 14 to 16; usually 4 scale rows on cheek; predorsal scales usually 23 to 26; dorsal and anal fins scaly, the dorsal fin with about 1/2 of its greatest spinous height covered with scales. Upper body light blue to brownish, lower body white to pinkish; a bright yellow band directly below lateral line for most of its length, from behind eye to base of caudal fin, 2 to 3 scales wide anteriorly, tapering to 1 scale in width on caudal peduncle where it is above lateral line; a less conspicuous yellow stripe along dorsal midline; fins white to pinkish; axil of pectoral fins black; dorsal fin slightly dusky distally; tips of caudal-fin lobes black.
382138	Body fusiform, elongate, and moderately compressed. Two postmaxillary processes; small conical teeth in jaws, vomer, and palatines. Dorsal fin with X spines and 15 (rarely 14 or 16) soft rays; anal fin with III spines and 12 (rarely 11) soft rays; pectoral fins usually with 20 to 22 rays. Scales in lateral line 66 to 75 (most frequently 72); upper peduncular scales usually 12 or 13, lower peduncular scales usually 16 or 17; scales above lateral line to origin of dorsal fin 9 to 11; scales below lateral line to origin of anal fin usually 17 or 18; 4 or 5 scale rows on cheek; predorsal scales usually 26 to 28; dorsal and anal fins scaly, dorsal fin with about 1/2 of its greatest spinous height covered with scales. Body blue to greenish dorsally, white ventrally; 2 longitudinal stripes laterally, lower running from behind upper orbit about 1 scale below lateral line to a vertical at about middle of soft portion of dorsal fin where it crosses and usually passes above lateral line for length of caudal peduncle; upper stripe 1 to 2 scales below dorsal profile formost of length of body, ending dorsally on caudal peduncle; fins white to pinkish; axil of pectoral fins black; dorsal fin slightly dusky distally; tips of caudal-fin lobes black.
382139	Body fusiform, elongate, and moderately compressed. Two postmaxillary processes; small conical teeth in jaws; vomer and palatines without teeth. Dorsal fin with X (rarely XI) spines and 15 (rarely 14 or 16) soft rays; anal fin with III spines and 12 (rarely 11 or 13 soft rays; pectoral fins with 22 to 24 soft rays. Scales in lateral line usually 70 to 75; upper peduncular scales usually 12 or 13, lower peduncular scales usually 16 or 17; scales above lateral line to origin of dorsal fin 9 to 11; scales below lateral line to origin of anal fin usually 16 to 18; usually 5 scale rows on cheek; predorsal scales usually 26 to 30; dorsal and anal fins scaly, the dorsal fin with about 1/2 of its greatest spinous height covered with scales; supratemporal band of scales confluent at dorsal midline. Body blue to greenish dorsally, white ventrally; 2 longitudinal stripes laterally, about 1 scale wide each, the lower running from behind supratemporal membrane, covering lateral line to a vertical at about middle of soft portion of dorsal fin where it passes above lateral line for the length of caudal peduncle; upper stripe 1 to 2 scales below dorsal profile for most of length of body, ending dorsally on caudal peduncle; fins white to pinkish, dorsal fin slightly dusky distally; axil of pectoral fins and tips of caudal-fin lobes black.
382140	Body fusiform, elongate, and moderately compressed. Two postmaxillary processes; small conical teeth in jaws, vomer, and palatines. Dorsal fin with X (rarely XI) spines and 15 (rarely 14 or 16) soft rays; anal fin with III spines and 12 (rarely 11 or 13) soft rays; pectoral fins with 18 to 20 rays. Scales in lateral line usually 63 to 71; upper peduncular scales usually 11, lower peduncular scales usually 15; scales above lateral line to origin of dorsal fin 8 to 10; scales below lateral line to origin of anal fin usually 14 or 15; usually 4 scale rows on cheek; predorsal scales usually 23 to 26; dorsal and anal fins scaly, dorsal fin with about 1/2 of its greatest spinous height covered with scales. Body coloration variable, dark red to silvery, paler ventrally; lateral line darker than background coloration; no stripes or bands on side; snout often yellowish; axil of pectoral fins black; tips of caudal-fin lobes dark red to black.
382142	Body fusiform, elongate, and compressed. Two postmaxillary processes; small conical teeth in jaws, vomer, and palatines. Dorsal fin with XI or XII (rarely X) spines and 19 to 22 soft rays; anal fin with III spines and 13 soft rays; pectoral fins with 22 to 24 rays. Scales in lateral line 69 to 76 (most frequently 71); upper peduncular scales usually 11 or 12, upper peduncular scales usually 15 or 16; scales above lateral line to origin of dorsal fin 7 or 8; scales below lateral line to origin of anal fin usually 16 or 17; usually 4 scales on cheek; predorsal scales usually 27 to 30; dorsal and anal fins scaly, the dorsal fin with about 1/2 of its greatest spinous height covered with scales. Center of scales above lateral line bluish green with black margins, giving a checkered pattern; lower third of body white to pinkish. Turns bright red along lower half of the body at night.
382143	Body moderately deep, laterally compressed. Eye located well above mouth. Deep groove running obliquely downward from eye to anterior nostril or a little beyond. Nostrils on each side of snout not very close together.Mouth terminal, jawsalmost equal. Premaxillae protrusible. Maxilla reaching vertical through about middle of eye. Teeth in jaws in narrow bands, with the outer teeth enlarged; canine teeth present at anterior end of upper jaw; vomer toothless; tongue with a patch of granular teeth. Maxilla without scales or longitudinal ridges. First gill arch with 4 to 6 gill rakers on upper limb, 10 to 15 on lower limb (total 15 to 21). Dorsal fin continuous, notched slightly near junction of spinous and soft portions; with X spines and 14 to 17 soft rays; one or more anterior soft rays of dorsal fin produced into long filaments in juveniles; caudal fin emarginate. Tubed lateral-line scales 50 to 56. Juveniles whitish along lower half of the body from below eye level. Young with bright blue stripes on yellowish sides; brown back. Adults yellowish brown to reddish. Sometimes show faint vertical barring. Numerous blue lines along scale-rows that are brightest in sub-adults.
382144	Body quadriform and square-headed. Preopercle finely serrated to its angle with a slight indention above the angle is about 105°. Eye high on head and proportionately small, 20 to 24% head length. Posterior margin of jaw not quite or just reaching a vertical at anterior eye margin. Caudal fin double emarginate. Pelvic fins comparatively broad, with rounded posterior margin. First haemal spine characteristically very recurved. Upper body silvery white with a pink hue (fresh specimens); belly white; snout yellow-pink, cheek with a broad silvery band from suborbit to upper jaw; dorsal-fin membrane translucent with some areas of white or pink; a dark band along margin of spinous dorsal fin; pectoral fins translucent; pelvic fins milky white with some overlying dusky tint; predorsal ridge prominent and pale yellowish; caudal fin dusky, lower lobe not dark, the rays yellow at base, the membranes with small yellow spots, the dorsal and ventral edges mainly white.
382145	Body quadriform and square-headed. Body depth shallow, 22 to 25% (usually 24%) standard length; body width narrow, 10 to 12% standard length; preopercular angle 85° to 95°. Eye large, 25 to 36% (usually 30%) head length. Jaws extend posteriorly to nearly under a vertical from posterior pupil. Dorsal fin comparatively low, 8% standard length. Caudal fin usually double emarginate. Body dusky above lateral line, silvery below with a hint of yellow-orange stripes; belly white with a rose hue; numerous longitudinal orange stripes on dorsal part of body, only faint ventrally; head with 2 prominant pearly silvery bands from suborbital to upper jaws; predorsal ridge dark; dorsal fin with 1 row of black spots; anal fin whitish with a series of faint white spots basally, the distal half of fin dusky; caudal fin with dark leading upper edge, the lower portion dusky with 4-5 bright yellow stripes; upper edge of pectoral fins dark, and dusky below.
382146	Body quadriform and square-headed. Jaws extend posteriorly to nearly under a vertical from posterior pupil. Dorsal fin comparatively low. Caudal fin usually double emarginate. Body dusky above lateral line, silvery below without any stripes; belly white with a rose hue; head with 1 prominant pearly silvery bands from suborbital to upper jaws; predorsal ridge dark; dorsal fin without black spots;the distal half of anal fin dusky; caudal fin without dark leading upper edge, the lower portion dusky with 5-6 bright yellow stripes and several small spots below lowest stripe; upper edge of pectoral fins not black; pelvic fins white anteriorly, transparent posteriorly.
382147	Body quadriform and square-headed. Head large, 26 to 30% (usually 28%) standard length. Preopercle angle 90° to 95°, without notch above angle. Eye large, 28% head length. Jaws slightly oblique, extending posteriorly to under anterior third of pupil. Body pink-red with overlying golden tint and underlying faint yellowish blotches, several irregular light reddish blotches dorsally at midbody; predorsal ridge dark; head without suborbital silvery bars, but with characteristic large triangular postsuborbital silvery white area; caudal fin with 5 or 6 bright yellow stripes.
382148	Body elongate, fusiform or nearly cylindrical, with blunt snout; body depth 3.7 to 4.6 times in standard length; preopercle serrate; opercle with sharp spine at angle; no predorsal ridge. Dorsal fin with VIII spines and 21 to 24 soft rays; anal fin with II spines and 15 or 16 soft rays; total gill rakers on first gill arch 22 to 27; lateral-line scales 100 to 118; caudal fin deeply forked. Body tan with a large bright blue area over head area from below upper eye to thorax past base of pectoral fins; dorsal and anal fins light yellow, the dorsal fin with some blue; caudal fin bright yellow except upper and lower and central posterior margins which are whitish; young completely blue.
382149	Body elongate, its depth 12 to 16% standard length. Preopercle edge smooth, angle 105°. Opercle with a single sharp spine, size about equal to pupil diameter. Snout short, 29 to 37% head length. Jaws extending posteriorly to anterior rim of orbit. Total gill rakers on first gill arch 12 to 18. Dorsal fin with I to IV spines and 52 to 60 soft rays. Anal fin with I spine and 46 to 53 soft rays. Caudal fin truncate to slightly rounded. Pored lateral-line scales 146 to 181. Dorsal portions of body light olive green, belly silver-white; dorsal fin faint pink with a narrow yellow upper margin; upper and lower lobes of caudal fin yellow, separated by a central white band and with characteristic 2 dark parallel bands.
382150	Body elongate, its depth 15 to 20% standard length. Snout long, its length 37 to 47% head length. Jaws extending posteriorly only to below anterior nostril, well in front of eye. Preopercle edge smooth, the angle about 110° to 120°, opercle with a single sharp spine about equal in size to pupil diameter. Gill rakers on first gill arch reduced, their total number 6 to 10. Dorsal fin with IV spines and 43 to 47 soft rays. Anal fin with I spine and 37 to 40 soft rays; caudal fin truncate, with elongate elements in upper lobe. Pored lateral-line scales 116 to 132. Head blue, iris yellow; body olive-grey to violet-blue above, bluish white on belly; a broad midbody longitudinal band running from operculum to tip of caudal fin, widening on tail to include most of middle and lower portion; lower portion of fin with a small white rectangular area; dorsal fin grey-brown with a pale band along upper margin; anal and pelvic fins white; pectoral fins bluish. In juveniles the black midlateral band extends from tip of snout to caudal fin.
382151	Body very deep, almost triangular, extremely compressed; ventral margin thin and sharp, bulging anteroventrally. Mouth small, protrusible; teeth limited to villiform bands in jaws. Dorsal fin single, long-based, and low, X spines in juveniles, reducing in number with increasing age, and 40-45 soft rays; anal fin with very long based, uniformly very low; II spines in juveniles, 30 to 33 soft rays;  caudal fin deeply forked; the first 2 soft rays of pelvic fins fused and greatly elongated. Body covered with minute scales invisible to the naked eye, easily brushed off; lateral line reaching near posterior end of dorsal-fin base. Upper part of body deep metallic blue, remainder silvery; a few dark blotches above and below lateral line.
382162	Body oval, deep, strongly compressed. Eye moderately large. Mouth small and oblique. Jaws with bands of small conical teeth. Gill membranes free from isthmus, separate. Dorsal fin with VII or VIII spines and 26 to 31 soft rays; anterior soft dorsal-fin rays elongated, situated over midlength of body. Anal fin with III spines and 26 to 31 soft rays; anterior soft anal-fin rays elongated, situated below midlength of body, longer than elongated soft dorsal-fin rays. Posterior edge of dorsal and anal fins distinctly concave. Caudal fin slightly emarginate. Pelvic fins rudimentary or absent in adults. Body, head, and unpaired fins covered by small, deciduous scales. Adults bright silver with yellow and dusky dorsal fin tip. Small juveniles more colorful with yellow over most of the dorsal fin and two vertical black bands over the head.
